genre,director,budget,gross,runtime,rating
Comedy,John Crowley,5000000.0,5175215.0,105.0,R
Drama,David Gordon Green,2500000.0,579986.0,108.0,R
Comedy,Robert Iscove,12000000.0,4928883.0,81.0,PG
Crime,Richard Kwietniowski,10000000.0,1271244.0,104.0,R
Comedy,Chris Rock,35200000.0,38620484.0,95.0,PG-13
Comedy,Keith Gordon,8000000.0,435625.0,109.0,R
Comedy,Peter Hedges,300000.0,3282321.0,80.0,PG-13
Drama,Michael Winterbottom,7500000.0,886018.0,93.0,R
Horror,Brian Helgeland,38000000.0,11560806.0,102.0,R
Biography,Joel Schumacher,17000000.0,9439660.0,98.0,R
Crime,Damian Nieman,10000000.0,459098.0,101.0,R
Drama,Roger Michell,2500000.0,3039587.0,112.0,R
Animation,John Eng,25000000.0,55250496.0,80.0,PG
Biography,Eric Till,30000000.0,29632684.0,123.0,PG-13
Action,Ryan Little,780000.0,1310470.0,90.0,PG-13
Action,Gérard Krawczyk,1300000.0,65497208.0,84.0,Not Rated
Drama,Robert Altman,15000000.0,6415017.0,112.0,PG-13
Comedy,John Hoffman,18000000.0,45490616.0,87.0,PG
Comedy,Clare Kilner,16000000.0,14390329.0,101.0,PG-13
Comedy,Luke Greenfield,25000000.0,30381722.0,109.0,R
Comedy,Jeff Schaffer,25000000.0,22605153.0,92.0,R
Comedy,Rawson Marshall Thurber,20000000.0,168423227.0,92.0,PG-13
Comedy,Keenen Ivory Wayans,37000000.0,113100873.0,109.0,PG-13
Comedy,Mark Waters,17000000.0,130126277.0,97.0,PG-13
Adventure,Alfonso Cuarón,130000000.0,797361618.0,142.0,PG
Drama,Wolfgang Petersen,175000000.0,497409852.0,163.0,R
Drama,Michel Gondry,20000000.0,74036715.0,108.0,R
Action,Quentin Tarantino,30000000.0,154118820.0,137.0,R
Drama,Nick Cassavetes,29000000.0,117815157.0,123.0,PG-13
Comedy,Steven Spielberg,60000000.0,219100084.0,128.0,PG-13
Action,Stephen Sommers,160000000.0,300157638.0,131.0,PG-13
Animation,Brad Bird,92000000.0,631607053.0,115.0,PG
Horror,James Wan,1200000.0,103911669.0,103.0,R
Crime,Michael Mann,65000000.0,220239925.0,120.0,R
Biography,Martin Scorsese,110000000.0,213719942.0,170.0,PG-13
Action,Sam Raimi,200000000.0,788976453.0,127.0,PG-13
Action,Jonathan Hensleigh,33000000.0,54700105.0,124.0,R
Action,Alex Proyas,120000000.0,353133898.0,115.0,PG-13
Animation,Hayao Miyazaki,24000000.0,236214446.0,119.0,PG
Comedy,James L. Brooks,80000000.0,55470154.0,131.0,PG-13
Drama,Clint Eastwood,30000000.0,216763646.0,132.0,PG-13
Drama,M. Night Shyamalan,60000000.0,256697520.0,108.0,PG-13
Drama,Eric Bress,13000000.0,96822421.0,113.0,R
Action,Roland Emmerich,125000000.0,552639571.0,124.0,PG-13
Comedy,Jared Hess,400000.0,46138887.0,96.0,PG
Comedy,Peter Segal,75000000.0,198520934.0,99.0,PG-13
Action,Tony Scott,70000000.0,130834852.0,146.0,R
Comedy,Gary Winick,37000000.0,96455697.0,98.0,PG-13
Animation,Andrew Adamson,150000000.0,928760770.0,93.0,PG
Crime,Paul Haggis,6500000.0,98410061.0,112.0,R
Action,Paul Greengrass,75000000.0,290835269.0,108.0,PG-13
Action,Zack Snyder,26000000.0,102278712.0,101.0,R
Drama,Mel Gibson,30000000.0,612054506.0,127.0,R
Action,Alexander Witt,45000000.0,129342769.0,94.0,R
Action,Guillermo del Toro,66000000.0,99378985.0,122.0,PG-13
Comedy,Adam McKay,26000000.0,90709367.0,94.0,PG-13
Action,Kevin Bray,46000000.0,57223890.0,86.0,PG-13
Action,Wes Anderson,50000000.0,34809623.0,119.0,R
Adventure,Brad Silberling,140000000.0,211468235.0,108.0,PG
Drama,Brad Anderson,5000000.0,8203235.0,101.0,R
Drama,Joel Schumacher,70000000.0,154649125.0,143.0,PG-13
Drama,Mike Nichols,27000000.0,115505027.0,104.0,R
Action,Jon Turteltaub,100000000.0,347512318.0,131.0,PG
Action,Oliver Stone,155000000.0,167298192.0,175.0,R
Action,David Twohy,105000000.0,115900534.0,119.0,R
Drama,Jonathan Demme,80000000.0,96105910.0,129.0,R
Action,Antoine Fuqua,120000000.0,203567857.0,126.0,PG-13
Crime,Steven Soderbergh,110000000.0,362744280.0,125.0,PG-13
Adventure,Danny Leiner,9000000.0,23936908.0,88.0,R
Action,David S. Goyer,65000000.0,131977904.0,113.0,R
Action,Paul W.S. Anderson,60000000.0,177427090.0,101.0,PG-13
Comedy,Jay Roach,80000000.0,522657936.0,115.0,PG-13
Comedy,Alexander Payne,16000000.0,109706931.0,127.0,R
Action,Peter Berg,30000000.0,61950770.0,118.0,PG-13
Comedy,Todd Phillips,60000000.0,170268750.0,101.0,PG-13
Animation,Bibo Bergeron,75000000.0,374583879.0,90.0,PG
Drama,Richard Linklater,2700000.0,15936507.0,80.0,R
Comedy,Tommy O'Haver,31000000.0,27388767.0,96.0,PG
Drama,Shane Carruth,7000.0,545436.0,77.0,PG-13
Comedy,Mark Rosman,19000000.0,70067909.0,95.0,PG
Comedy,John Hamburg,42000000.0,178311729.0,90.0,PG-13
Animation,Stephen Hillenburg,30000000.0,141067127.0,87.0,PG
Adventure,Raja Gosnell,80000000.0,181216833.0,93.0,PG
Comedy,Ethan Coen,35000000.0,76665191.0,104.0,R
Biography,Terry George,17500000.0,33882243.0,121.0,PG-13
Crime,D.J. Caruso,45000000.0,65470529.0,103.0,R
Action,Stephen Chow,20000000.0,104882445.0,99.0,R
Comedy,Brian Robbins,40000000.0,10898337.0,93.0,PG-13
Comedy,Zach Braff,2500000.0,35825316.0,102.0,R
Comedy,Garry Marshall,40000000.0,134734481.0,113.0,G
Crime,Philip Kaufman,50000000.0,40954603.0,97.0,R
Action,Pitof,100000000.0,82102379.0,104.0,PG-13
Comedy,Don Mancini,12000000.0,24829644.0,87.0,R
Drama,Kar-Wai Wong,12000000.0,20205757.0,129.0,R
Action,Joseph Kahn,40000000.0,46546197.0,84.0,PG-13
Biography,Taylor Hackford,40000000.0,123971376.0,152.0,PG-13
Comedy,Andy Cadiff,23000000.0,12313323.0,111.0,PG-13
Drama,David Koepp,40000000.0,92913171.0,96.0,PG-13
Comedy,Gurinder Chadha,7000000.0,24716440.0,122.0,PG-13
Biography,Marc Forster,25000000.0,116650613.0,106.0,PG
Action,Trey Parker,32000000.0,50826898.0,98.0,R
Comedy,Joe Nussbaum,10000000.0,10143022.0,89.0,PG
Horror,Takashi Shimizu,10000000.0,187281115.0,91.0,PG-13
Action,Frank Coraci,110000000.0,72178895.0,120.0,PG
Comedy,Richard Loncraine,31000000.0,41682237.0,98.0,PG-13
Action,Robert Rodriguez,50000000.0,71992655.0,93.0,PG
Animation,Robert Zemeckis,165000000.0,314215454.0,100.0,G
Adventure,Steven Brill,19000000.0,73029190.0,95.0,PG-13
Biography,Gavin O'Connor,28000000.0,64445708.0,135.0,PG
Crime,Renny Harlin,27000000.0,21148829.0,106.0,R
Comedy,Martha Coolidge,22000000.0,37666766.0,111.0,PG
Action,Tim Story,25000000.0,71255003.0,97.0,PG-13
Drama,Paul McGuigan,30000000.0,21741598.0,114.0,PG-13
Action,David R. Ellis,25000000.0,57678321.0,94.0,PG-13
Biography,Bill Condon,11000000.0,17050017.0,118.0,R
Action,Dwight H. Little,20000000.0,70992898.0,97.0,PG-13
Comedy,Sara Sugarman,15000000.0,33251890.0,89.0,PG
Comedy,Garry Marshall,50000000.0,49718611.0,119.0,PG-13
Comedy,Joel Zwick,26000000.0,48551322.0,93.0,PG
Action,Kerry Conran,70000000.0,57947036.0,106.0,PG
Comedy,Frank Oz,90000000.0,103370127.0,93.0,PG-13
Comedy,Peter Chelsom,50000000.0,170128460.0,106.0,PG-13
Action,Brett Ratner,60000000.0,62657868.0,97.0,PG-13
Drama,Jean-Pierre Jeunet,56600000.0,69424389.0,133.0,R
Drama,Joseph Ruben,42000000.0,117592831.0,91.0,PG-13
Action,John Moore,45000000.0,35021497.0,113.0,PG-13
Comedy,Brian Dannelly,5000000.0,10275509.0,92.0,PG-13
Animation,Peter Hewitt,50000000.0,203172417.0,80.0,PG
Comedy,Paul Weitz,26000000.0,61315215.0,109.0,PG-13
Comedy,Forest Whitaker,30000000.0,10592180.0,106.0,PG
Comedy,Kevin Smith,35000000.0,35492921.0,102.0,PG-13
Drama,John Lee Hancock,107000000.0,25819961.0,137.0,PG-13
Family,Sean McNamara,15000000.0,14867514.0,103.0,PG
Action,Joe Johnston,100000000.0,108040622.0,136.0,PG-13
Comedy,Beeban Kidron,40000000.0,265126918.0,108.0,R
Crime,Jacob Estes,500000.0,802948.0,90.0,R
Drama,Guy Ferland,25000000.0,27685016.0,86.0,PG-13
Action,Angela Robinson,3500000.0,97446.0,91.0,PG-13
Comedy,Jay Chandrasekhar,8600000.0,7565807.0,104.0,R
Crime,Pedro Almodóvar,5000000.0,40423279.0,106.0,NC-17
Comedy,Jessy Terrero,16000000.0,14821824.0,86.0,R
Crime,Kim Ki-duk,1000000.0,3403957.0,88.0,R
Action,Jonathan Frakes,57000000.0,28283637.0,95.0,PG
Comedy,Dennie Gordon,30000000.0,21289826.0,91.0,PG
Drama,Jonathan Glazer,20000000.0,23925492.0,100.0,R
Drama,Mira Nair,23000000.0,19463185.0,141.0,PG-13
Horror,Renny Harlin,80000000.0,78110021.0,114.0,R
Comedy,John Waters,15000000.0,1914166.0,89.0,NC-17
Comedy,David O. Russell,20000000.0,20094909.0,107.0,R
Comedy,Tod Williams,7500000.0,6715067.0,111.0,R
Comedy,Howard Deutch,40000000.0,26170671.0,98.0,PG-13
Comedy,Barry Levinson,40000000.0,14494036.0,99.0,PG-13
Comedy,Charles Shyer,60000000.0,35060882.0,103.0,R
Comedy,Bob Clark,20000000.0,9448644.0,88.0,PG
Comedy,Christopher Erskin,12000000.0,31326183.0,97.0,PG-13
Action,David Mamet,19250000.0,8112712.0,106.0,R
Animation,Will Finn,110000000.0,145358062.0,76.0,PG
Comedy,Joe Roth,60000000.0,96593018.0,99.0,PG
Comedy,Robert Luketic,22000000.0,21513434.0,95.0,PG-13
Action,Timur Bekmambetov,4200000.0,50336279.0,114.0,R
Drama,Michael Radford,30000000.0,21560182.0,131.0,R
Action,Jay Russell,55000000.0,100572044.0,115.0,PG-13
Drama,Chris Stokes,8000000.0,50576805.0,95.0,PG-13
Biography,Kevin Spacey,23000000.0,8447615.0,118.0,PG-13
Comedy,Michael Clancy,6500000.0,89781.0,91.0,R
Comedy,George Armitage,50000000.0,6808550.0,88.0,PG-13
Drama,Yash Chopra,7000000.0,6887221.0,192.0,Not Rated
Comedy,Nick Hurran,35000000.0,22035509.0,107.0,PG-13
Comedy,Peter Howitt,32000000.0,30031874.0,90.0,PG-13
Crime,Joshua Marston,3000000.0,12594630.0,101.0,R
Crime,Mike Leigh,11000000.0,13267869.0,125.0,R
Biography,Michael Dowse,2000000.0,1635056.0,90.0,R
Action,Bart Freundlich,12000000.0,16951702.0,91.0,PG
Action,Je-kyu Kang,12800000.0,76287982.0,140.0,R
Comedy,Spike Lee,8000000.0,1526951.0,138.0,R
Comedy,Donald Petrie,30000000.0,14615099.0,110.0,PG-13
Animation,Robert C. Ramirez,70000.0,3255426.0,74.0,G
Adventure,Mike Newell,150000000.0,896678241.0,157.0,PG-13
Comedy,Judd Apatow,26000000.0,177378645.0,116.0,R
Drama,Rob Marshall,85000000.0,162242962.0,145.0,PG-13
Drama,Joe Wright,28000000.0,121616555.0,129.0,PG
Action,Christopher Nolan,150000000.0,373661946.0,140.0,PG-13
Drama,Ang Lee,14000000.0,178062759.0,134.0,R
Crime,Frank Miller,40000000.0,158733820.0,124.0,R
Adventure,Tim Burton,150000000.0,474968763.0,115.0,PG
Action,James McTeigue,54000000.0,132511035.0,132.0,R
Adventure,Andrew Adamson,180000000.0,745013115.0,143.0,PG
Comedy,David Dobkin,40000000.0,288467645.0,119.0,R
Adventure,Steven Spielberg,132000000.0,603873119.0,116.0,PG-13
Action,Ridley Scott,130000000.0,218122627.0,144.0,R
Action,Francis Lawrence,100000000.0,230884728.0,121.0,R
Action,George Lucas,113000000.0,868390560.0,140.0,PG-13
Action,Peter Jackson,207000000.0,562363449.0,187.0,PG-13
Adventure,Garth Jennings,50000000.0,104478416.0,109.0,PG
Action,Tim Story,100000000.0,333535934.0,106.0,PG-13
Action,Joss Whedon,39000000.0,40445129.0,119.0,PG-13
Action,Doug Liman,110000000.0,487287646.0,120.0,PG-13
Action,Michael Bay,126000000.0,162949164.0,136.0,PG-13
Comedy,Rob McKittrick,3000000.0,18637690.0,94.0,R
Drama,Woody Allen,15000000.0,85638656.0,124.0,R
Horror,Eli Roth,4800000.0,81979826.0,94.0,R
Adventure,Mike Mitchell,35000000.0,86369815.0,100.0,PG
Action,Jean-François Richet,30000000.0,35294470.0,109.0,R
Animation,Eric Darnell,75000000.0,542063846.0,86.0,PG
Drama,David Slade,950000.0,7022209.0,104.0,R
Comedy,Ken Kwapis,25000000.0,42013878.0,119.0,PG
Comedy,Peter Segal,82000000.0,191466556.0,113.0,PG-13
Thriller,Wes Craven,26000000.0,96258201.0,85.0,PG-13
Horror,Jaume Collet-Serra,40000000.0,68766121.0,113.0,R
Action,John Singleton,45000000.0,92374674.0,109.0,R
Comedy,Jay Chandrasekhar,50000000.0,111069515.0,104.0,PG-13
Crime,Sydney Pollack,80000000.0,162944923.0,128.0,PG-13
Biography,James Mangold,28000000.0,186797986.0,136.0,PG-13
Biography,Catherine Hardwicke,25000000.0,13411957.0,107.0,PG-13
Action,Steven Spielberg,70000000.0,130982129.0,164.0,R
Comedy,Shane Black,15000000.0,15785148.0,103.0,R
Drama,Fernando Meirelles,25000000.0,82468097.0,129.0,R
Action,Adam Shankman,56000000.0,198636868.0,95.0,PG
Drama,David Cronenberg,32000000.0,61385065.0,96.0,R
Horror,Rob Zombie,7000000.0,20901859.0,107.0,R
Comedy,Andy Tennant,70000000.0,371594210.0,118.0,PG-13
Adventure,Dave McKean,4000000.0,866999.0,101.0,PG
Drama,Chris Columbus,40000000.0,31670620.0,135.0,PG-13
Animation,Chris Wedge,75000000.0,262511490.0,91.0,PG
Action,Sam Mendes,72000000.0,97076152.0,125.0,R
Action,John Stockwell,50000000.0,46117696.0,110.0,PG-13
Horror,Darren Lynn Bousman,4000000.0,147748505.0,93.0,R
Drama,Robert Schwentke,55000000.0,223387299.0,98.0,PG-13
Biography,Thomas Carter,30000000.0,76669554.0,136.0,PG-13
Drama,Walter Salles,30000000.0,68357079.0,105.0,PG-13
Action,Andrew Niccol,50000000.0,72617068.0,122.0,R
Action,Jon Favreau,65000000.0,65079104.0,101.0,PG
Crime,Jamie Babbit,900000.0,381420.0,96.0,R
Horror,Andrew Douglas,19000000.0,107516369.0,90.0,R
Comedy,F. Gary Gray,53000000.0,95763716.0,118.0,PG-13
Comedy,Raja Gosnell,45000000.0,72662923.0,88.0,PG
Biography,Ron Howard,88000000.0,108539911.0,144.0,PG-13
Comedy,Kirk Jones,25000000.0,123276807.0,97.0,PG
Action,Terry Gilliam,88000000.0,105316267.0,118.0,PG-13
Action,Breck Eisner,130000000.0,119240351.0,124.0,PG-13
Animation,Tim Burton,40000000.0,118090836.0,77.0,PG
Action,Louis Leterrier,32000000.0,89083229.0,87.0,R
Crime,D.J. Caruso,35000000.0,30526509.0,122.0,R
Biography,Terrence Malick,30000000.0,49334775.0,135.0,PG-13
Action,Rian Johnson,475000.0,3947579.0,110.0,R
Horror,Greg McLean,1000000.0,30894796.0,99.0,R
Drama,Scott Derrickson,19000000.0,145166804.0,119.0,PG-13
Action,Rob Bowman,43000000.0,56995646.0,97.0,PG-13
Action,Andrzej Bartkowiak,60000000.0,58072119.0,105.0,R
Action,Martin Campbell,75000000.0,142400065.0,129.0,PG
Adventure,Adam Shankman,60000000.0,130154568.0,94.0,PG
Action,Karyn Kusama,62000000.0,53321673.0,93.0,PG-13
Comedy,Lawrence Guterman,84000000.0,59981548.0,94.0,PG
Comedy,Rob Reiner,70000000.0,88933562.0,97.0,PG-13
Comedy,Susan Stroman,45000000.0,38075318.0,134.0,PG-13
Comedy,Jesse Dylan,45000000.0,56070433.0,95.0,PG
Action,Bruce Hunt,30000000.0,33296457.0,97.0,PG-13
Comedy,Jim Jarmusch,10000000.0,47329961.0,106.0,R
Comedy,Dean Parisot,100000000.0,204681899.0,90.0,PG-13
Comedy,Ol Parker,7900000.0,2635305.0,90.0,R
Comedy,Thomas Bezucha,18000000.0,92884429.0,103.0,PG-13
Comedy,Mark Waters,58000000.0,102854431.0,95.0,PG-13
Biography,Bennett Miller,7000000.0,49327405.0,114.0,R
Drama,Iain Softley,43000000.0,93983911.0,104.0,PG-13
Comedy,Noah Baumbach,1500000.0,11098131.0,81.0,R
Horror,George A. Romero,15000000.0,47074133.0,93.0,R
Comedy,Stephen Herek,40000000.0,21577624.0,100.0,PG-13
Comedy,Cameron Crowe,45000000.0,52164016.0,123.0,PG-13
Animation,Mark Dindal,150000000.0,314432837.0,81.0,G
Comedy,Robert Luketic,43000000.0,155457327.0,101.0,PG-13
Action,Tony Scott,50000000.0,22984628.0,127.0,R
Horror,Hideo Nakata,50000000.0,163995949.0,110.0,PG-13
Comedy,Mike Bigelow,22000000.0,45109561.0,83.0,R
Action,David Ayer,2000000.0,5969708.0,116.0,R
Comedy,Darren Grant,5500000.0,50652203.0,116.0,PG-13
Adventure,Angela Robinson,50000000.0,144146816.0,101.0,G
Animation,Steve Box,30000000.0,194137091.0,85.0,G
Drama,John Maybury,29000000.0,21733230.0,103.0,R
Comedy,Clare Kilner,15000000.0,47096206.0,90.0,PG-13
Comedy,Jason Reitman,6500000.0,39323027.0,92.0,R
Drama,John Polson,30000000.0,127369981.0,101.0,R
Comedy,Wes Craven,38000000.0,29621722.0,97.0,PG-13
Action,John Pasquin,45000000.0,101393569.0,115.0,PG-13
Comedy,Richard Linklater,35000000.0,34252847.0,113.0,PG-13
Comedy,Bobby Farrelly,30000000.0,50605163.0,104.0,PG-13
Action,Lee Tamahori,113000000.0,71022693.0,101.0,PG-13
Drama,Stephen Gaghan,50000000.0,93974620.0,128.0,R
Drama,Niki Caro,35000000.0,25211175.0,126.0,R
Crime,Mikael Håfström,22000000.0,57479076.0,108.0,R
Comedy,Mark Rosman,10000000.0,19770475.0,100.0,PG
Action,Louis Leterrier,45000000.0,50871113.0,103.0,R
Action,Florent-Emilio Siri,52000000.0,77663556.0,113.0,R
Biography,Bill Paxton,26000000.0,15431177.0,120.0,PG
Biography,Jim Sheridan,40000000.0,46563961.0,117.0,R
Comedy,Nora Ephron,85000000.0,131426169.0,102.0,PG-13
Animation,Cory Edwards,30000000.0,110013167.0,80.0,PG
Action,Uwe Boll,25000000.0,3650275.0,95.0,R
Adventure,Tommy Lee Jones,15000000.0,12045362.0,121.0,R
Action,John Gulager,3200000.0,719135.0,95.0,R
Adventure,Danny Cannon,10000000.0,27610873.0,118.0,PG
Action,Brett Leonard,30000000.0,1123136.0,97.0,R
Biography,George Clooney,7000000.0,54641191.0,93.0,PG
Comedy,Nigel Cole,30000000.0,42886719.0,107.0,PG-13
Drama,Jeff Wadlow,1000000.0,32586408.0,90.0,PG-13
Crime,John Hillcoat,20000000.0,5048693.0,104.0,R
Biography,Roger Donaldson,25000000.0,18299138.0,127.0,PG-13
Action,Rob Cohen,135000000.0,79268322.0,121.0,PG-13
Crime,Craig Brewer,2800000.0,23563727.0,116.0,R
Comedy,Richard Shepard,12500000.0,17356268.0,96.0,R
Horror,Rupert Wainwright,18000000.0,46201432.0,100.0,PG-13
Comedy,Wayne Wang,14000000.0,33589427.0,106.0,PG
Crime,Atom Egoyan,25000000.0,3487678.0,107.0,Unrated
Comedy,Gary David Goldberg,30000000.0,58231520.0,98.0,PG-13
Comedy,Kevin Rodney Sullivan,35000000.0,103121466.0,105.0,PG-13
Drama,Rebecca Miller,1500000.0,916051.0,112.0,R
Drama,Marc Forster,50000000.0,8483797.0,99.0,R
Action,John Dahl,80000000.0,10777375.0,132.0,R
Drama,Terry Gilliam,19300000.0,566611.0,120.0,R
Action,Uwe Boll,20000000.0,12693645.0,96.0,R
Drama,Courtney Solomon,14000000.0,29612137.0,83.0,PG-13
Action,Steve Boyum,16000000.0,3344431.0,80.0,PG-13
Crime,Roman Polanski,60000000.0,42580321.0,130.0,PG-13
Drama,Geoffrey Sax,10000000.0,91196419.0,101.0,PG-13
Adventure,Brian Levant,32000000.0,97918663.0,95.0,PG
Drama,John Madden,20000000.0,14189860.0,100.0,PG-13
Adventure,Frederik Du Chau,30000000.0,90754475.0,102.0,PG
Action,Peter Hyams,80000000.0,11665465.0,110.0,PG-13
Comedy,Gore Verbinski,22000000.0,19126398.0,102.0,R
Comedy,Niall Johnson,169000.0,18586834.0,99.0,R
Drama,Lasse Hallström,30000000.0,18618284.0,108.0,PG-13
Drama,Stephen Kay,20000000.0,67192859.0,89.0,PG-13
Comedy,Miranda July,800000.0,8012838.0,91.0,R
Adventure,Duncan Tucker,1000000.0,15151744.0,103.0,R
Drama,Andy Garcia,9600000.0,4408011.0,144.0,R
Comedy,Mike Binder,12000000.0,28237488.0,118.0,R
Comedy,Arie Posin,6800000.0,351401.0,108.0,R
Action,Les Mayfield,33000000.0,13485145.0,83.0,PG-13
Animation,Gary Chapman,35000000.0,61746888.0,76.0,G
Comedy,Ben Younger,22000000.0,67937494.0,105.0,PG-13
Drama,Lars von Trier,14200000.0,674918.0,139.0,Not Rated
Comedy,Phil Morrison,1000000.0,3399228.0,106.0,R
Drama,Paul Schrader,30000000.0,251495.0,117.0,R
Drama,John Gatins,32000000.0,38741732.0,106.0,PG
Comedy,Bent Hamer,1000000.0,2708087.0,94.0,R
Comedy,Liev Schreiber,7000000.0,3601974.0,106.0,PG-13
Comedy,Mike Mills,4000000.0,2138742.0,96.0,R
Comedy,Steve Carr,33100000.0,17492014.0,86.0,PG
Crime,Martin Scorsese,90000000.0,291465373.0,151.0,R
Action,Justin Lin,85000000.0,158964610.0,104.0,PG-13
Comedy,Adam McKay,72500000.0,163362095.0,108.0,PG-13
Drama,Christopher Nolan,40000000.0,109676311.0,130.0,PG-13
Animation,John Lasseter,120000000.0,461991867.0,117.0,G
Action,Zack Snyder,65000000.0,456068181.0,117.0,R
Comedy,David Frankel,35000000.0,326706115.0,109.0,PG-13
Action,Martin Campbell,150000000.0,616502912.0,144.0,PG-13
Drama,Guillermo del Toro,19000000.0,83850267.0,118.0,R
Action,Gore Verbinski,225000000.0,1066179747.0,151.0,PG-13
Action,Mel Gibson,40000000.0,120673227.0,139.0,R
Comedy,Andy Fickman,20000000.0,57194667.0,105.0,PG-13
Drama,Todd Field,26000000.0,14821658.0,137.0,R
Adventure,Alfonso Cuarón,76000000.0,70595464.0,109.0,R
Mystery,Ron Howard,125000000.0,760006945.0,149.0,PG-13
Biography,Gabriele Muccino,55000000.0,307127625.0,117.0,PG-13
Comedy,Jonathan Dayton,8000000.0,101058954.0,101.0,R
Biography,Kevin Macdonald,6000000.0,48618191.0,123.0,R
Adventure,Edward Zwick,100000000.0,171720398.0,143.0,R
Drama,Florian Henckel von Donnersmarck,2000000.0,77356942.0,137.0,R
Adventure,Shawn Levy,110000000.0,574481229.0,108.0,PG
Action,J.J. Abrams,150000000.0,398479497.0,126.0,PG-13
Biography,Sofia Coppola,40000000.0,60917189.0,123.0,PG-13
Crime,Spike Lee,45000000.0,186003591.0,129.0,R
Action,Wayne Kramer,15000000.0,9380029.0,122.0,R
Comedy,Steve Pink,23000000.0,38623262.0,93.0,PG-13
Action,Bryan Singer,270000000.0,391081192.0,154.0,PG-13
Comedy,James Gunn,15000000.0,12834936.0,95.0,R
Comedy,Jared Hess,35000000.0,99255460.0,92.0,PG
Action,Renny Harlin,20000000.0,37598767.0,97.0,PG-13
Horror,Alexandre Aja,15000000.0,70009308.0,107.0,R
Drama,Darren Aronofsky,35000000.0,16468343.0,97.0,PG-13
Action,Brett Ratner,210000000.0,460435291.0,104.0,PG-13
Action,Len Wiseman,50000000.0,111476513.0,106.0,R
Comedy,Frank Coraci,82500000.0,240685326.0,107.0,PG-13
Comedy,Nancy Meyers,85000000.0,205850134.0,136.0,PG-13
Horror,Christophe Gans,50000000.0,100605135.0,125.0,R
Drama,Michael Caton-Jones,70000000.0,38629478.0,114.0,R
Crime,Brian De Palma,50000000.0,49332692.0,121.0,R
Crime,Tom Tykwer,60000000.0,135039924.0,147.0,R
Crime,Paul McGuigan,27000000.0,56308881.0,110.0,R
Action,Joe Carnahan,17000000.0,57232879.0,108.0,R
Action,Tony Scott,75000000.0,180557550.0,126.0,PG-13
Adventure,Barry Sonnenfeld,50000000.0,87528173.0,99.0,PG
Adventure,Liam Lynch,20000000.0,13939963.0,93.0,R
Drama,Paul Verhoeven,21000000.0,26768563.0,145.0,R
Crime,Anne Fletcher,12000000.0,114197742.0,104.0,PG-13
Comedy,Larry Charles,18000000.0,262552893.0,84.0,R
Action,David R. Ellis,33000000.0,62022014.0,105.0,R
Drama,M. Night Shyamalan,70000000.0,72785169.0,110.0,PG-13
Action,Mark Neveldine,12000000.0,42931041.0,88.0,R
Drama,Neil Burger,16500000.0,87892388.0,110.0,PG-13
Animation,Tim Johnson,80000000.0,339795890.0,83.0,PG
Horror,James Wong,25000000.0,118890272.0,93.0,R
Comedy,Marc Forster,30000000.0,53653224.0,113.0,PG-13
Comedy,Elizabeth Allen Rosenbaum,12000000.0,22989957.0,110.0,PG
Comedy,David Zucker,45000000.0,178262620.0,83.0,PG-13
Adventure,Tarsem Singh,30000000.0,3669465.0,117.0,R
Comedy,Betty Thomas,18000000.0,68844775.0,89.0,PG-13
Drama,Robert De Niro,110000000.0,100266865.0,167.0,R
Action,Sylvester Stallone,24000000.0,155929020.0,102.0,PG
Action,Stefen Fangmeier,100000000.0,250425512.0,104.0,PG
Drama,Bill Condon,70000000.0,155430335.0,130.0,PG-13
Drama,Alejandro G. Iñárritu,25000000.0,135330182.0,143.0,R
Comedy,Ridley Scott,35000000.0,42269923.0,117.0,PG-13
Action,Michael Mann,135000000.0,163794509.0,132.0,R
Crime,Darren Lynn Bousman,10000000.0,164874275.0,108.0,R
Animation,George Miller,100000000.0,384336108.0,108.0,PG
Horror,Jonathan Liebesman,16000000.0,51764406.0,91.0,R
Drama,Craig Brewer,15000000.0,10907485.0,116.0,R
Animation,Gil Kenan,75000000.0,141861243.0,91.0,PG
Comedy,Woody Allen,17300000.0,39220946.0,96.0,PG-13
Drama,Oliver Stone,65000000.0,163247198.0,129.0,PG-13
Comedy,Greg Coolidge,12000000.0,38395414.0,103.0,PG-13
Comedy,Keenen Ivory Wayans,64000000.0,104003322.0,98.0,PG-13
Comedy,Dennis Dugan,33000000.0,64962629.0,85.0,PG-13
Action,Wolfgang Petersen,160000000.0,181674817.0,98.0,PG-13
Animation,David Bowers,149000000.0,178281554.0,85.0,PG
Action,Andrew Davis,70000000.0,94973540.0,139.0,PG-13
Action,Werner Herzog,10000000.0,7177143.0,120.0,PG-13
Horror,Simon West,15000000.0,67062123.0,87.0,PG-13
Animation,Richard Linklater,8700000.0,7659918.0,100.0,R
Action,Corey Yuen,21000000.0,7563172.0,87.0,PG-13
Comedy,John Cameron Mitchell,2000000.0,5526675.0,101.0,Not Rated
Comedy,Susannah Grant,25000000.0,16162580.0,124.0,PG-13
Comedy,Peyton Reed,52000000.0,205668210.0,106.0,PG-13
Action,Paul Greengrass,15000000.0,76700659.0,111.0,R
Adventure,Shawn Levy,80000000.0,164115897.0,93.0,PG
Action,Clint Eastwood,19000000.0,68673228.0,141.0,R
Comedy,Richard Kelly,17000000.0,374743.0,145.0,R
Action,Clint Eastwood,90000000.0,65900249.0,135.0,R
