genre,director,budget,gross,runtime,rating
Action,Nicholas Meyer,30000000.0,96888996.0,110.0,PG
Drama,Gus Van Sant,2500000.0,6401336.0,104.0,R
Comedy,Ate de Jong,6788000.0,13878411.0,103.0,PG-13
Action,Jim Abrahams,26000000.0,181096164.0,84.0,PG-13
Action,Michael Lehmann,65000000.0,17218080.0,100.0,R
Drama,Barbra Streisand,30000000.0,74787599.0,132.0,R
Comedy,Joel Coen,9000000.0,6153939.0,116.0,R
Comedy,Dan Aykroyd,40000000.0,8479793.0,94.0,PG-13
Comedy,Frank Oz,35000000.0,63707829.0,99.0,PG
Drama,David Cronenberg,16000000.0,2641357.0,115.0,R
Action,Michael Pressman,25000000.0,78656813.0,88.0,PG
Comedy,David Zucker,23000000.0,86930411.0,85.0,PG-13
Action,Sheldon Lettich,15000000.0,30102717.0,110.0,R
Comedy,Alan Parker,12000000.0,14919570.0,118.0,R
Action,Mario Van Peebles,8000000.0,47624353.0,97.0,R
Action,Daniel Petrie Jr.,10000000.0,15073942.0,111.0,R
Comedy,Wes Craven,6000000.0,31347154.0,102.0,R
Drama,Mike Nichols,25000000.0,43001500.0,108.0,PG-13
Biography,Barry Levinson,30000000.0,49114016.0,136.0,R
Comedy,Michael Caton-Jones,20000000.0,54830779.0,104.0,PG-13
Comedy,Jim Jarmusch,3500000.0,2023808.0,129.0,R
Horror,Jack Bender,13000000.0,20560255.0,90.0,R
Fantasy,Rachel Talalay,11000000.0,34872033.0,89.0,R
Comedy,John Landis,35000000.0,23562716.0,109.0,PG
Drama,Leos Carax,28000000.0,29679.0,125.0,R
Action,Russell Mulcahy,30000000.0,15556340.0,91.0,R
Action,Craig R. Baxley,17000000.0,9151887.0,92.0,R
Action,Mark L. Lester,8000000.0,2275557.0,79.0,R
Drama,Spike Lee,14000000.0,43882682.0,132.0,R
Action,Simon Wincer,23000000.0,7434726.0,98.0,R
Action,John Milius,35000000.0,14587732.0,115.0,PG-13
Comedy,Brian Levant,15000000.0,32704700.0,90.0,PG-13
Action,John Badham,24000000.0,65595485.0,111.0,R
Action,Lili Fini Zanuck,17000000.0,7241350.0,120.0,R
Crime,Kenneth Branagh,15000000.0,38016380.0,107.0,R
Action,John Flynn,14000000.0,39673161.0,91.0,R
Drama,Sean Penn,7000000.0,191125.0,127.0,R
Comedy,Mel Brooks,13000000.0,4102526.0,92.0,PG-13
Comedy,Garry Marshall,29000000.0,22773535.0,118.0,R
Comedy,Michael Hoffman,25000000.0,36489888.0,97.0,PG-13
Comedy,John Hughes,25000000.0,33691313.0,101.0,PG
Comedy,Stewart Raffill,13000000.0,3752428.0,95.0,PG
Animation,Don Bluth,18000000.0,11657385.0,77.0,G
Comedy,Stan Dragoti,13500000.0,26255594.0,108.0,PG-13
Comedy,David Kellogg,6000000.0,1193062.0,91.0,PG
Comedy,Blake Edwards,14000000.0,15545943.0,103.0,R
Adventure,Randal Kleiser,14000000.0,34793160.0,107.0,PG
Action,Wim Wenders,23000000.0,829625.0,158.0,R
Comedy,Peter Faiman,17000000.0,4603929.0,107.0,PG-13
Crime,Wolfgang Petersen,22000000.0,11511031.0,98.0,R
Crime,Michael Karbelnikoff,23000000.0,20246790.0,104.0,R
Drama,Joel Schumacher,18000000.0,82264675.0,111.0,R
Comedy,Tom Mankiewicz,18000000.0,5546827.0,96.0,PG
Drama,Jodie Foster,10000000.0,25010896.0,99.0,PG
Comedy,Woody Allen,14000000.0,2735731.0,85.0,PG-13
Comedy,Bobcat Goldthwait,1400000.0,115103.0,87.0,R
Crime,Robert Benton,48000000.0,15565363.0,106.0,R
Drama,Steven Soderbergh,11000000.0,1059071.0,98.0,PG-13
Comedy,Tom DiCillo,500000.0,90091.0,97.0,R
Comedy,Jonathan Wacks,10000000.0,6166819.0,97.0,PG-13
Comedy,Jerry Rees,26000000.0,12454768.0,115.0,R
Drama,Todd Haynes,250000.0,787280.0,85.0,Unrated
Comedy,David S. Ward,23000000.0,52487045.0,97.0,PG
Comedy,George Jackson,5000000.0,19438638.0,94.0,R
Action,Mark DiSalle,10000000.0,14061361.0,83.0,R
Crime,Simon Moore,6000000.0,221295.0,99.0,R
Animation,József Gémes,10000000.0,2105078.0,82.0,G
Drama,Martha Coolidge,7500000.0,6266621.0,112.0,R
Comedy,Nadia Tass,17010000.0,24941969.0,96.0,PG
Action,Richard Franklin,16400000.0,21082165.0,108.0,PG-13
Mystery,Alan Rudolph,8000000.0,18784957.0,103.0,R
Comedy,Maurice Phillips,17000000.0,2865916.0,98.0,R
Comedy,Mark Rydell,40000000.0,23202444.0,138.0,R
Action,Sylvio Tabet,6000000.0,869325.0,107.0,PG-13
Action,Duncan Gibbins,13000000.0,5451119.0,99.0,R
Comedy,Bill Duke,8000000.0,10438504.0,115.0,R
Comedy,Rod Daniel,22000000.0,11000863.0,95.0,R
Drama,Hector Babenco,36000000.0,1345903.0,189.0,R
Drama,Herbert Ross,20000000.0,418807.0,111.0,R
Crime,James Dearden,15000000.0,15429177.0,94.0,R
Adventure,Matthew Robbins,10000000.0,8667684.0,89.0,PG
Horror,Eric Red,10000000.0,9188150.0,88.0,R
Action,Heywood Gould,4000000.0,11276846.0,114.0,R
Comedy,Lasse Hallström,16000000.0,14851083.0,115.0,R
Action,Sidney J. Furie,19000000.0,939277.0,96.0,R
Action,Geoff Burrowes,16000000.0,4409328.0,91.0,R
Action,Nicholas Meyer,18000000.0,1501785.0,98.0,PG-13
Crime,John Sayles,3000000.0,1345015.0,129.0,R
Mystery,Mike Figgis,6900000.0,133645.0,112.0,R
Drama,Radha Bharadwaj,4000000.0,259012.0,89.0,R
Drama,W.D. Richter,14000000.0,8906823.0,99.0,PG
Crime,Quentin Tarantino,1200000.0,2913644.0,99.0,R
Drama,Paul Verhoeven,49000000.0,352927224.0,127.0,R
Horror,Bernard Rose,6000000.0,25795897.0,99.0,R
Comedy,Jonathan Lynn,11000000.0,64088552.0,120.0,R
Action,Michael Mann,40000000.0,75505856.0,112.0,R
Horror,Francis Ford Coppola,40000000.0,215862692.0,128.0,R
Drama,Clint Eastwood,14400000.0,159157447.0,130.0,R
Drama,Rob Reiner,41000000.0,243240178.0,138.0,R
Comedy,Penny Marshall,40000000.0,132440069.0,128.0,PG
Action,Mick Jackson,25000000.0,411006740.0,129.0,R
Drama,Martin Brest,31000000.0,134095253.0,156.0,R
Action,Tim Burton,80000000.0,266892996.0,126.0,PG-13
Comedy,Stephen Herek,10000000.0,50752337.0,104.0,PG
Animation,Ron Clements,28000000.0,504050219.0,90.0,G
Comedy,Emile Ardolino,31000000.0,231605150.0,100.0,PG
Action,David Fincher,50000000.0,159814498.0,114.0,R
Comedy,Robert Zemeckis,55000000.0,149022650.0,104.0,PG-13
Adventure,Ron Howard,60000000.0,137783840.0,140.0,PG-13
Action,Andrew Davis,35000000.0,156563139.0,103.0,R
Action,Bill Duke,8000000.0,16639799.0,107.0,R
Drama,Barbet Schroeder,16000000.0,48017402.0,107.0,R
Animation,Ralph Bakshi,30000000.0,14110589.0,102.0,PG-13
Crime,James Foley,12500000.0,10725228.0,100.0,R
Comedy,Penelope Spheeris,20000000.0,183097323.0,94.0,PG-13
Comedy,Sam Raimi,11000000.0,11502976.0,81.0,R
Drama,Robert Redford,12000000.0,43440294.0,123.0,PG
Drama,David Lynch,10000000.0,4184990.0,134.0,R
Action,Roland Emmerich,23000000.0,36299898.0,102.0,R
Action,Fran Rubel Kuzui,7000000.0,16624456.0,86.0,PG-13
Fantasy,Mick Garris,15000000.0,30524763.0,91.0,R
Biography,Richard Attenborough,31000000.0,9493259.0,143.0,PG-13
Adventure,Chris Columbus,28000000.0,358994850.0,120.0,PG
Drama,Curtis Hanson,11700000.0,88036683.0,110.0,R
Drama,Kenny Ortega,15000000.0,2819485.0,121.0,PG
Biography,Spike Lee,33000000.0,48169910.0,202.0,PG-13
Action,Phillip Noyce,45000000.0,178051587.0,117.0,R
Comedy,Peter Jackson,3000000.0,242623.0,104.0,R
Drama,Katt Shea,3000000.0,1829804.0,93.0,R
Comedy,Phil Alden Robinson,23000000.0,105232691.0,126.0,PG-13
Horror,Brett Leonard,10000000.0,32100816.0,108.0,R
Comedy,Robert Altman,8000000.0,21706101.0,124.0,R
Comedy,Les Mayfield,7000000.0,40693477.0,88.0,PG
Action,Richard Donner,35000000.0,321731527.0,118.0,R
Biography,Edward James Olmos,16000000.0,13086430.0,125.0,R
Action,Robert Rodriguez,7000.0,2040920.0,81.0,R
Drama,Roman Polanski,5000000.0,1862805.0,139.0,R
Fantasy,Mary Lambert,8000000.0,17092453.0,100.0,R
Crime,Abel Ferrara,1000000.0,2038916.0,96.0,NC-17
Animation,Bill Kroyer,24000000.0,32710894.0,76.0,G
Comedy,Frank Oz,26000000.0,94900635.0,102.0,PG
Drama,Robert Mandel,18000000.0,14715067.0,106.0,PG-13
Biography,Danny DeVito,35000000.0,29302121.0,140.0,R
Action,Ernest R. Dickerson,5000000.0,20146880.0,95.0,R
Action,Jon Turteltaub,6500000.0,29000301.0,84.0,PG
Horror,Anthony Hickox,5000000.0,12534961.0,97.0,R
Drama,Uli Edel,30000000.0,13273595.0,99.0,R
Adventure,Randal Kleiser,40000000.0,58662452.0,89.0,PG
Adventure,Thom Eberhardt,24000000.0,22518097.0,100.0,PG-13
Action,Kevin Hooks,15000000.0,44065653.0,84.0,R
Horror,David Price,900000.0,6980986.0,92.0,R
Drama,Richard Donner,35000000.0,4651977.0,114.0,PG-13
Crime,Brian De Palma,12000000.0,37170057.0,92.0,R
Biography,Sally Potter,4000000.0,5378172.0,94.0,PG-13
Action,Rowdy Herrington,20000000.0,9223441.0,101.0,R
Action,Tony Maylam,7000000.0,5430822.0,90.0,R
Animation,Phil Roman,8000000.0,3560469.0,84.0,G
Adventure,Barry Levinson,43000000.0,23278931.0,118.0,PG-13
Adventure,Ridley Scott,47000000.0,7191399.0,154.0,PG-13
Drama,Christopher Cain,10000000.0,15164458.0,112.0,PG
Comedy,Reginald Hudlin,42000000.0,131052444.0,117.0,R
Drama,John G. Avildsen,18000000.0,2827107.0,127.0,PG-13
Adventure,John McTiernan,40000000.0,45500797.0,106.0,PG-13
Comedy,Andrew Bergman,25000000.0,35208854.0,96.0,PG-13
Crime,Michael Apted,15000000.0,22660758.0,119.0,R
Action,Roger Spottiswoode,45000000.0,70611210.0,87.0,PG-13
Action,John Landis,20000000.0,4943279.0,112.0,R
Biography,George Miller,30000000.0,7286388.0,129.0,PG-13
Drama,Phil Joanou,32000000.0,28590665.0,124.0,R
Adventure,Peter Hyams,25000000.0,10736401.0,88.0,PG
Crime,Alan J. Pakula,18000000.0,21591728.0,99.0,R
Action,Stuart Gordon,8000000.0,6739141.0,95.0,R
Comedy,Eugene Levy,18000000.0,8669847.0,94.0,PG
Adventure,Greg Beeman,14000000.0,2034470.0,88.0,PG
Action,Stanley Tong,900000.0,16270600.0,91.0,R
Crime,Bruce Robinson,20000000.0,11390479.0,124.0,R
Comedy,John Carpenter,40000000.0,14358033.0,99.0,PG-13
Comedy,Kenneth Branagh,5000000.0,4058564.0,101.0,R
Action,Geoff Murphy,30000000.0,17129026.0,110.0,R
Drama,Alfonso Arau,2000000.0,21744201.0,105.0,R
Comedy,Peter Bogdanovich,12000000.0,2280148.0,101.0,PG-13
Comedy,Randall Miller,7500000.0,13272113.0,98.0,PG-13
Drama,Michael Ritchie,17000000.0,4836637.0,98.0,R
Action,Bruce A. Evans,10000000.0,21142815.0,102.0,PG-13
Action,Peter MacDonald,10000000.0,40227006.0,89.0,R
Comedy,Woody Allen,20000000.0,10555619.0,108.0,R
Action,Walter Hill,14000000.0,13249535.0,101.0,R
Action,Dwight H. Little,10000000.0,14356479.0,95.0,R
Action,Carroll Ballard,29000000.0,5519569.0,126.0,PG-13
Comedy,Stephen Frears,42000000.0,19507345.0,119.0,PG-13
Crime,Stephen Milburn Anderson,4000000.0,1373196.0,98.0,R
Comedy,Brian Henson,12000000.0,32574382.0,85.0,G
Comedy,Fred Schepisi,40000000.0,20883046.0,108.0,PG-13
Crime,Chris Menges,14000000.0,3052738.0,100.0,R
Drama,Stephen Gyllenhaal,10000000.0,1100218.0,95.0,R
Comedy,Jonathan Lynn,50000000.0,46666502.0,112.0,R
Action,Roger Donaldson,22000000.0,9011574.0,101.0,R
Crime,Carl Schenkel,9000000.0,923418.0,116.0,R
Crime,Paul Schrader,5000000.0,1055987.0,103.0,R
Drama,Keith Gordon,5000000.0,1526697.0,108.0,R
Crime,Sidney Lumet,18000000.0,12282994.0,110.0,PG-13
Crime,Marc Rocco,3000000.0,390152.0,105.0,R
Drama,John Sayles,3330000.0,4814619.0,135.0,R
Crime,Martin Bell,10000000.0,384048.0,113.0,R
Adventure,John Glen,40000000.0,8251071.0,120.0,PG-13
Crime,Howard Franklin,15000000.0,3067917.0,99.0,R
Comedy,Howard Deutch,18000000.0,6375979.0,100.0,R
Drama,Arne Glimcher,15500000.0,6742168.0,104.0,R
Drama,Roland Joffé,27000000.0,14683921.0,132.0,PG-13
Drama,Jonathan Kaplan,18000000.0,1014726.0,105.0,PG-13
Comedy,Billy Crystal,43000000.0,13351357.0,119.0,R
Action,Ringo Lam,10000000.0,8359717.0,104.0,PG-13
Comedy,Gregg Araki,22769.0,692585.0,81.0,Unrated
Crime,Hal Hartley,3000000.0,143010.0,105.0,R
Crime,Tamra Davis,800000.0,114516.0,97.0,R
Comedy,Ted Kotcheff,15000000.0,6132924.0,107.0,PG-13
Comedy,Irwin Winkler,20000000.0,6202756.0,105.0,R
Drama,Christopher Crowe,18000000.0,11124511.0,103.0,R
Comedy,Bob Rafelson,30000000.0,4096030.0,100.0,PG-13
Mystery,Graeme Clifford,24000000.0,608866.0,90.0,PG-13
Drama,Neal Jimenez,2700000.0,1723319.0,106.0,R
Comedy,Allan Moyle,13000000.0,3721911.0,89.0,PG-13
Action,George P. Cosmatos,25000000.0,56505065.0,130.0,R
Action,Steven Spielberg,63000000.0,1033928303.0,127.0,PG-13
Comedy,Richard Linklater,6900000.0,7993039.0,102.0,R
Biography,Steven Spielberg,22000000.0,322161245.0,195.0,R
Crime,Tony Scott,13000000.0,13088850.0,119.0,R
Adventure,Mel Brooks,20000000.0,35739755.0,104.0,PG-13
Crime,Robert De Niro,22000000.0,17287898.0,121.0,R
Drama,Lasse Hallström,11000000.0,10032765.0,118.0,PG-13
Comedy,Kenny Ortega,28000000.0,44947705.0,96.0,PG
Crime,Brian De Palma,30000000.0,63848322.0,144.0,R
Comedy,Chris Columbus,25000000.0,441286195.0,125.0,PG-13
Action,Andrew Davis,44000000.0,368875760.0,130.0,PG-13
Action,Marco Brambilla,57000000.0,58055768.0,115.0,R
Action,Joel Schumacher,25000000.0,40903593.0,113.0,R
Crime,Alan J. Pakula,45000000.0,195268056.0,141.0,PG-13
Drama,Sydney Pollack,42000000.0,270248367.0,154.0,R
Action,John McTiernan,85000000.0,137298489.0,130.0,PG-13
Comedy,Bill Duke,38000000.0,57319029.0,107.0,PG
Comedy,Harold Ramis,14600000.0,71074049.0,101.0,PG
Drama,Jonathan Demme,26000000.0,206678440.0,125.0,PG-13
Adventure,Annabel Jankel,48000000.0,20915465.0,104.0,PG
Comedy,Nora Ephron,21000000.0,227927165.0,105.0,PG
Action,Renny Harlin,70000000.0,255000211.0,113.0,R
Drama,Jane Campion,7000000.0,40185556.0,121.0,R
Animation,Henry Selick,18000000.0,91491247.0,76.0,PG
Comedy,Daniel Stern,10000000.0,56500758.0,103.0,PG
Crime,Taylor Hackford,35000000.0,4496583.0,180.0,R
Biography,Jim Sheridan,13000000.0,65796862.0,133.0,R
Biography,Frank Marshall,32000000.0,36733909.0,120.0,R
Comedy,Barry Sonnenfeld,47000000.0,48919043.0,94.0,PG-13
Drama,Adrian Lyne,38000000.0,266614059.0,117.0,R
Action,Wolfgang Petersen,40000000.0,176997168.0,128.0,R
Drama,Martin Scorsese,34000000.0,32255440.0,139.0,PG
Crime,Albert Hughes,3500000.0,27912072.0,97.0,R
Drama,Ron Maxwell,25000000.0,10769960.0,271.0,PG
Action,Stephen Herek,30000000.0,53898845.0,105.0,PG
Drama,Agnieszka Holland,18000000.0,31181347.0,101.0,G
Adventure,Simon Wincer,20000000.0,153698625.0,112.0,PG
Action,Fred Dekker,22000000.0,10696210.0,104.0,PG-13
Drama,James Ivory,15000000.0,23237911.0,134.0,PG
Action,John Woo,18000000.0,74189677.0,97.0,R
Biography,Robert Lieberman,15000000.0,19885552.0,109.0,PG-13
Adventure,Jon Turteltaub,14000000.0,154856263.0,98.0,PG
Comedy,Ivan Reitman,28000000.0,63270710.0,110.0,PG-13
Crime,Dominic Sena,9000000.0,2395231.0,117.0,R
Drama,Phillip Noyce,40000000.0,116300000.0,107.0,R
Comedy,Steve Barron,33000000.0,21274717.0,88.0,PG
Comedy,Thomas Schlamme,20000000.0,11585483.0,93.0,PG-13
Action,Jim Abrahams,25000000.0,133752825.0,86.0,PG-13
Comedy,Kenneth Branagh,11000000.0,22549338.0,111.0,PG-13
Drama,Alan Shapiro,6000000.0,13609396.0,89.0,R
Action,Gene Quintano,13000000.0,27979399.0,84.0,PG-13
Crime,Clint Eastwood,30000000.0,135130999.0,138.0,PG-13
Comedy,Mark Jones,900000.0,8556940.0,92.0,R
Crime,Harold Becker,20000000.0,46405336.0,107.0,R
Biography,Brian Gibson,15000000.0,39100956.0,118.0,R
Action,Rowdy Herrington,30000000.0,24107867.0,102.0,R
Biography,Steven Zaillian,12000000.0,7266383.0,109.0,PG
Comedy,Joe Dante,13000000.0,9532895.0,99.0,PG
Drama,Joseph Ruben,17000000.0,60613008.0,87.0,R
Comedy,Penelope Spheeris,25000000.0,57405220.0,92.0,PG
Comedy,Rod Daniel,15000000.0,118243066.0,89.0,PG
Crime,Roger Avary,1500000.0,418961.0,96.0,R
Fantasy,Guillermo del Toro,2000000.0,621392.0,94.0,R
Drama,Walter Hill,35000000.0,18635620.0,115.0,PG-13
Comedy,Stephen Surjik,40000000.0,48198019.0,95.0,PG-13
Crime,Peter Medak,11500000.0,3275585.0,110.0,R
Action,Philip Kaufman,35000000.0,107198790.0,129.0,R
Comedy,Barry Sonnenfeld,30000000.0,11146270.0,96.0,PG
Action,Stuart Gillard,21000000.0,42273609.0,96.0,PG
Horror,Abel Ferrara,13000000.0,428868.0,87.0,R
Adventure,Rob Bowman,2600000.0,2850263.0,91.0,PG
Comedy,Peter Bogdanovich,14000000.0,1029721.0,116.0,PG-13
Drama,Bille August,40000000.0,6265311.0,140.0,R
Drama,Bernardo Bertolucci,35000000.0,4858139.0,123.0,PG
Action,Rob Cohen,14000000.0,63513743.0,120.0,PG-13
Drama,John Singleton,14000000.0,27515786.0,109.0,R
Drama,Wayne Wang,11000000.0,32901136.0,139.0,R
Drama,Tony Bill,7500000.0,18898806.0,102.0,PG-13
Animation,Directors,6000000.0,5635204.0,76.0,PG
Comedy,Tom Stern,11000000.0,29296.0,80.0,PG-13
Comedy,Ron Underwood,25000000.0,16589540.0,104.0,PG-13
Drama,Victor Nunez,800000.0,1001437.0,114.0,R
Comedy,Fred Schepisi,12000000.0,6405918.0,112.0,R
Drama,Kaige Chen,4000000.0,6122607.0,171.0,R
Action,Stephen Hopkins,21000000.0,12526677.0,110.0,R
Biography,Richard Attenborough,22000000.0,25842377.0,131.0,PG
Comedy,Emir Kusturica,19000000.0,112547.0,142.0,R
Action,Robert Harmon,15000000.0,22189039.0,94.0,R
Drama,Steven Soderbergh,8000000.0,1214231.0,103.0,PG-13
Comedy,John McNaughton,19000000.0,11081586.0,97.0,R
Crime,John Dahl,8000000.0,2502551.0,98.0,R
Action,David S. Ward,15000000.0,23032565.0,112.0,R
Horror,Rachel Talalay,12000000.0,5086909.0,95.0,R
Comedy,Woody Allen,13500000.0,11330911.0,104.0,PG
Adventure,Robert Klane,7000000.0,12741891.0,97.0,PG
Adventure,Stephen Sommers,6500000.0,24103594.0,108.0,PG
Comedy,Richard Benjamin,22000000.0,104942695.0,111.0,PG-13
Horror,George A. Romero,15000000.0,10611160.0,122.0,R
Action,Sheldon Lettich,6000000.0,3283371.0,99.0,PG-13
Drama,Bruce Joel Rubin,15000000.0,27804899.0,117.0,PG-13
Comedy,Tom Ropelewski,22000000.0,10340263.0,96.0,PG-13
Action,Robert Townsend,20000000.0,8016708.0,100.0,PG
Comedy,Tamra Davis,6000000.0,17953778.0,89.0,R
Comedy,John Whitesell,13000000.0,2570550.0,90.0,PG-13
Action,Oliver Stone,33000000.0,5864949.0,140.0,R
Comedy,Mike Binder,9000000.0,14904910.0,97.0,PG-13
Animation,Charles Grosvenor,13000000.0,6582052.0,71.0,G
Western,Mario Van Peebles,10000000.0,18289763.0,111.0,R
Comedy,Gus Van Sant,8000000.0,1708873.0,106.0,R
Action,Robert Radler,7000000.0,6608687.0,101.0,R
Animation,Richard Williams,25000000.0,669276.0,90.0,G
Comedy,Bob Balaban,12000000.0,3335984.0,85.0,PG-13
Action,Anthony Hickox,3000000.0,3902679.0,98.0,R
Action,Woo-Ping Yuen,11000000.0,14694904.0,85.0,PG-13
Action,Michael Gottlieb,10000000.0,4348572.0,84.0,PG
Drama,Wim Wenders,10500000.0,810455.0,140.0,PG-13
Drama,Abel Ferrara,10000000.0,1261210.0,108.0,R
Crime,Christopher Coppola,10000000.0,18369.0,98.0,R
Biography,Tony Bill,12000000.0,1677807.0,104.0,PG
Crime,Sidney Lumet,12000000.0,22866222.0,107.0,R
Comedy,Ang Lee,1000000.0,6933459.0,106.0,R
Drama,Patrick Hasburgh,14000000.0,8041049.0,113.0,PG-13
Crime,Michael Apted,11000000.0,16696219.0,106.0,R
Crime,Leon Ichaso,10000000.0,18225518.0,123.0,R
Comedy,John Lafia,6000000.0,12974636.0,87.0,R
Drama,Mike Figgis,25000000.0,8345845.0,114.0,R
Horror,Adam Simon,850000.0,1753979.0,83.0,R
Comedy,Anthony Minghella,13000000.0,3125424.0,98.0,PG-13
Comedy,Henry Winkler,14000000.0,40689691.0,97.0,PG
Comedy,Ramón Menéndez,11000000.0,1039824.0,100.0,R
Comedy,Blake Edwards,25000000.0,2438031.0,93.0,PG
Drama,Michael Steinberg,2500000.0,764724.0,95.0,R
Drama,Yves Simoneau,8000000.0,737548.0,96.0,R
Family,Emile Ardolino,19000000.0,2119994.0,92.0,G
Action,Stephen Cornwell,5000000.0,2970.0,97.0,PG-13
Comedy,Rusty Cundieff,999999.0,233824.0,88.0,R
Action,James B. Harris,9000000.0,10058318.0,92.0,R
Adventure,Billy Weber,18000000.0,1640220.0,96.0,PG-13
Comedy,Warren Leight,8000000.0,1884814.0,99.0,R
Drama,Frank Darabont,25000000.0,28817291.0,142.0,R
Crime,Quentin Tarantino,8000000.0,213928762.0,154.0,R
Drama,Robert Zemeckis,55000000.0,678226133.0,142.0,PG-13
Action,James Cameron,115000000.0,378882411.0,141.0,R
Animation,Roger Allers,45000000.0,1083720877.0,88.0,G
Action,Chuck Russell,23000000.0,351583407.0,101.0,PG-13
Action,Jan de Bont,30000000.0,350448145.0,116.0,R
Action,Roland Emmerich,55000000.0,196567262.0,116.0,PG-13
Comedy,Penelope Spheeris,23000000.0,67308282.0,82.0,PG
Comedy,Peter Farrelly,17000000.0,247275374.0,107.0,PG-13
Drama,Edward Zwick,30000000.0,160638883.0,133.0,R
Action,Oliver Stone,34000000.0,50283563.0,118.0,R
Action,Alex Proyas,23000000.0,50693129.0,102.0,R
Drama,Neil Jordan,60000000.0,223664608.0,123.0,R
Comedy,Mike Newell,4400000.0,245700832.0,117.0,R
Comedy,Brian Levant,46000000.0,341631208.0,91.0,PG
Comedy,Tom Shadyac,15000000.0,107217396.0,86.0,PG-13
Drama,Gillian Armstrong,18000000.0,50083616.0,115.0,PG
Action,Steven E. de Souza,35000000.0,99431786.0,102.0,PG-13
Action,Phillip Noyce,62000000.0,215887717.0,141.0,PG-13
Biography,Peter Jackson,5000000.0,3049135.0,99.0,R
Comedy,Kevin Smith,27000.0,3151130.0,92.0,R
Action,Richard Donner,75000000.0,183031272.0,127.0,PG
Adventure,Lawrence Kasdan,63000000.0,25052000.0,191.0,PG-13
Crime,John Dahl,2500000.0,5842603.0,110.0,R
Comedy,Duwayne Dunham,20000000.0,19306362.0,107.0,PG
Biography,Tim Burton,18000000.0,5887457.0,127.0,R
Action,David Carson,35000000.0,118071125.0,118.0,PG
Drama,Barry Levinson,55000000.0,214015089.0,128.0,R
Comedy,William Dear,24000000.0,50236831.0,102.0,PG
Drama,John Carpenter,8000000.0,8924549.0,95.0,R
Comedy,Donald Petrie,40000000.0,38087756.0,95.0,PG
Action,John Landis,50000000.0,119208989.0,104.0,R
Comedy,Ben Stiller,11500000.0,33351557.0,99.0,PG-13
Comedy,Peter Segal,30000000.0,51132598.0,83.0,PG-13
Comedy,Ivan Reitman,60000000.0,108431355.0,109.0,PG-13
Fantasy,Wes Craven,8000000.0,19721741.0,112.0,R
Adventure,Patrick Read Johnson,48000000.0,16827402.0,99.0,PG
Adventure,Curtis Hanson,45000000.0,94216343.0,111.0,PG-13
Comedy,Kim Henkel,600000.0,185898.0,87.0,R
Action,Christopher Cain,12000000.0,15876353.0,107.0,PG
Action,Stephen Hopkins,28000000.0,30156002.0,121.0,R
Mystery,Richard Rush,40000000.0,19726050.0,121.0,R
Adventure,Rob Reiner,40000000.0,7182747.0,87.0,PG
Comedy,P.J. Hogan,9000000.0,15482277.0,106.0,R
Crime,Joel Schumacher,45000000.0,117615211.0,119.0,PG-13
Comedy,Andrew Bergman,20000000.0,37939757.0,101.0,PG
Drama,Mike Nichols,70000000.0,131002597.0,125.0,R
Drama,Kenneth Branagh,45000000.0,112006296.0,123.0,R
Comedy,Garry Marshall,25000000.0,6841570.0,113.0,R
Adventure,Stephen Sommers,27000000.0,43229904.0,111.0,PG
Comedy,Joel Coen,40000000.0,2816518.0,111.0,PG
Action,Peter Hyams,27000000.0,101646581.0,99.0,R
Comedy,John Pasquin,22000000.0,190539357.0,97.0,PG
Action,Luis Llosa,45000000.0,170362582.0,110.0,R
Animation,Pixote Hunt,27000000.0,13670688.0,80.0,G
Crime,Danny Boyle,2500000.0,2079569.0,89.0,R
Comedy,John Waters,13000000.0,7820688.0,95.0,R
Action,Jonathan Kaplan,25000000.0,15240435.0,99.0,R
Action,Russell Mulcahy,25000000.0,48063435.0,108.0,PG-13
Drama,Tony Richardson,16000000.0,3359465.0,101.0,PG-13
Biography,Robert Redford,31000000.0,24822619.0,133.0,PG-13
Action,Ernest R. Dickerson,7400000.0,7727256.0,96.0,R
Drama,Michael Apted,24500000.0,106683817.0,112.0,PG-13
Comedy,David S. Ward,25000000.0,30626182.0,105.0,PG
Comedy,Jeremy Leven,25000000.0,68792531.0,97.0,PG-13
Comedy,Paul Flaherty,19000000.0,7408745.0,90.0,PG
Animation,Don Bluth,28000000.0,11373501.0,86.0,G
Action,James Yukich,7850000.0,2341309.0,96.0,PG-13
Drama,Roman Polanski,12000000.0,3103716.0,103.0,R
Comedy,Hart Bochner,8000000.0,4330020.0,79.0,PG-13
Biography,Michael Radford,3000000.0,21898920.0,108.0,PG
Biography,John G. Avildsen,7000000.0,19623396.0,105.0,PG-13
Biography,Nicholas Hytner,65897768.0,15238689.0,110.0,PG-13
Comedy,Robert Benton,20000000.0,39491975.0,110.0,R
Drama,John Sayles,3000000.0,6159269.0,103.0,PG
Crime,Jeff Pollack,3500000.0,16192320.0,96.0,R
Comedy,Alan Metter,6200000.0,126247.0,83.0,PG
Action,Steven Seagal,50000000.0,38590458.0,101.0,R
Comedy,Robert Altman,18000000.0,11300653.0,133.0,R
Comedy,Woody Allen,20000000.0,13383747.0,98.0,R
Comedy,Spike Lee,14000000.0,13642861.0,115.0,PG-13
Comedy,David O. Russell,200000.0,1359736.0,100.0,Unrated
